K_1	K_2	K_3	K_4	K_5	K_6	K_7	tot_K	S_1	S_2	S_3	S_4	S_5	S_6	S_7	prS_1	prS_2	prS_3	prS_4	prS_5	prS_6	prS_7	tot_S	D_1	D_2	D_3	D_4	D_5	D_6	D_7	Pi_1	Pi_2	Pi_3	Pi_4	Pi_5	Pi_6	Pi_7	
26	5	3	5	2	3	3	47	840	683	17	636	14	12	662	75	5	1	3	1	1	52	925	2.34944	0.120347	0	1.83878	0	0	0	349.517	333	11.3333	378.7	14	8	477	
3	5	3	5	2	26	3	47	97	986	103	1025	104	1041	892	0	0	0	0	0	0	0	1041	0	1.75541	0	3.51042	0	5.64981	0	65.6667	581.9	70.3333	717.8	104	658.182	676	
3	26	3	2	5	5	3	47	974	1041	101	72	1038	1007	88	0	0	0	0	0	0	0	1041	0	4.96496	0	0	4.07381	3.11643	0	786	611.468	69	72	763.6	680.3	58.6667	
3	2	26	3	5	3	5	47	119	27	1041	103	603	139	824	0	0	65	0	0	0	0	1041	0	0	5.88735	0	1.63659	0	-0.671331	80	27	674.385	69.6667	351.4	93.6667	360.8	
3	5	3	2	26	5	3	47	20	23	504	4	1018	20	501	0	0	1	0	477	0	0	1019	0	-1.10302	0	0	3.52976	-0.616048	0	13.3333	9.4	337.667	4	502.237	8.8	334.333	
3	5	26	3	5	3	2	47	130	852	1041	214	236	793	50	0	0	32	0	0	0	0	1041	0	-0.247971	4.9489	0	0.553735	0	0	87.3333	395.7	610.372	148.333	121.5	541	50	
2	26	3	3	3	5	5	47	132	1041	134	142	144	848	191	0	89	0	0	0	0	0	1041	0	5.61128	0	0	0	2.04535	-0.114783	132	655.554	90.6667	95.3333	97.3333	515.9	90.3	
5	5	3	26	3	2	3	47	767	136	109	1041	738	103	100	0	0	0	155	0	0	0	1041	-0.53922	-1.0474	0	5.15253	0	0	0	342.2	56.3	73.6667	624.262	501.333	103	67.3333	
5	3	26	3	3	5	2	47	984	800	1041	58	809	784	28	0	0	7	0	0	0	0	1041	2.53402	0	4.94002	0	0	-0.967695	0	628.8	541.333	609.766	39	543.667	328.7	28	
3	3	26	3	5	5	2	47	40	796	1041	802	47	798	6	0	0	44	0	0	0	0	1041	0	0	3.69989	0	-0.220573	-1.14879	0	26.6667	534.333	525.175	537	21.9	325.5	6	
3	5	5	3	26	2	3	47	514	288	522	10	894	4	15	0	20	1	4	269	0	0	922	0	1.79282	1.87128	0	0.454866	0	0	344	170.7	311.9	6.66667	260.935	4	10	
26	2	3	5	3	5	3	47	1041	68	86	704	114	133	668	205	0	0	0	0	0	0	1041	4.48501	0	0	1.7849	0	-1.0542	0	578.729	68	58	416.8	76.3333	55	456.333	
3	5	3	5	2	26	3	47	122	405	139	824	102	1041	351	0	0	0	0	0	87	0	1041	0	1.11231	0	1.98344	0	5.11373	0	82.3333	222.7	94.3333	498.1	102	621.615	240.667	
3	26	3	5	2	3	5	47	99	1035	77	105	25	72	804	0	163	2	0	0	0	1	1038	0	4.48976	0	-0.603357	0	0	-0.947608	66.6667	575.72	51.6667	46.4	25	48.3333	338.1	
3	26	3	3	5	2	5	47	70	1040	60	771	785	24	115	0	182	0	0	0	0	0	1040	0	4.08764	0	0	2.00315	0	-0.578777	46.6667	551.095	40.6667	518.667	475.5	24	51	
5	3	3	2	3	5	26	47	785	781	46	17	789	71	1034	0	0	0	0	0	0	46	1034	1.98691	0	0	0	0	-1.15179	3.94677	474.7	526.333	30.6667	17	532	28.9	538.375	
2	26	5	3	5	3	3	47	43	1040	86	789	792	33	779	0	57	0	0	0	0	0	1040	0	4.25412	-0.566379	0	1.92592	0	0	43	562.44	38.2	532	475.9	22.3333	526	
3	2	3	26	5	5	3	47	71	16	62	1041	807	797	81	0	0	0	160	0	0	0	1041	0	0	0	5.32421	1.91384	-0.894754	0	48	16	41.6667	635.972	484.3	337.8	54.3333	
5	5	26	3	3	3	2	47	173	205	1041	162	795	113	43	0	0	125	0	0	0	0	1041	-0.820642	-0.682137	5.08802	0	0	0	0	74.1	89.6	619.862	111	548.667	76.3333	43	
3	3	5	26	3	5	2	47	94	59	791	1041	59	100	19	0	0	0	171	0	0	0	1041	0	0	-0.895895	5.10318	0	-0.474983	0	63	40	335.2	620.895	40	45	19	
5	26	3	3	2	5	3	47	942	1041	92	811	77	661	89	0	64	0	0	0	0	0	1041	1.04605	4.39159	0	0	0	-0.91044	0	514	572.357	62.3333	553	77	279.5	60	
26	3	3	5	2	3	5	47	1041	797	794	832	109	106	178	19	0	0	0	0	0	0	1041	5.16989	0	0	-0.629263	0	0	-0.54785	625.446	541.333	536.667	366.5	109	72	79.3	
5	26	5	3	3	2	3	47	974	1041	805	116	112	30	967	0	19	0	0	0	0	0	1041	1.54733	5.26043	-0.643225	0	0	0	0	562.1	631.622	353.9	77.6667	75.3333	30	775.333	
2	5	3	3	3	5	26	47	44	810	52	62	54	52	1041	0	0	0	0	0	0	173	1041	0	-0.824151	0	0	0	-0.532399	5.4829	44	346.9	34.6667	41.6667	36.3333	23.2	646.797	
3	26	3	5	3	2	5	47	779	1041	789	962	63	81	759	0	14	0	0	0	0	0	1041	0	5.04499	0	1.3705	0	0	-0.865203	527.667	616.926	539.667	544.5	42	81	323.1	
2	3	5	3	3	5	26	47	62	119	821	125	124	805	1041	0	0	0	0	0	0	121	1041	0	0	1.95847	0	0	-0.684787	5.27233	62	80.6667	495	84.3333	84.3333	351.8	632.434	
2	3	26	5	3	5	3	46	2	8	936	20	3	589	571	0	1	151	0	0	2	0	940	0	0	2.51396	-0.308024	0	-1.22819	0	2	5.33333	399.511	9.2	2	237.3	381.667	
26	5	3	3	2	3	5	47	1040	209	781	791	29	779	137	41	0	0	0	0	0	0	1040	5.65185	-0.936777	0	0	0	0	-0.78274	657.689	88	531	538.667	29	531.333	59	
26	2	5	5	3	3	3	47	1040	3	761	764	27	18	32	252	0	0	0	0	0	0	1040	4.72718	0	-1.13843	1.92428	0	0	0	594.677	3	310.9	459	18	12	21.3333	
2	3	3	5	5	26	3	47	94	787	132	819	129	1041	87	0	0	0	0	0	33	0	1041	0	0	0	-0.496454	-0.322079	4.73414	0	94	534.333	89.6667	367.6	59.3	595.723	58.3333	
5	5	3	3	3	26	2	47	145	814	67	810	765	1041	18	0	0	0	0	0	41	0	1041	-0.952067	-0.593451	0	0	0	4.86685	0	60.9	360.4	44.6667	548.667	518.667	604.775	18	
3	5	5	2	26	3	3	47	9	432	528	2	961	7	17	0	1	1	0	412	0	2	965	0	-1.1962	0.822175	0	0.877516	0	0	6	174.9	280.7	2	307.105	4.66667	11.3333	
2	3	26	3	5	3	5	47	4	12	1023	755	753	18	15	0	0	258	0	0	0	0	1023	0	0	3.77764	0	1.9329	0	-1.01543	4	8	521.317	505.333	452.8	12	6.2	
5	3	2	5	3	3	26	47	1010	826	130	1023	937	174	1041	0	0	0	0	0	0	0	1041	2.91091	0	0	3.67554	0	0	5.90336	669.3	568.333	130	727	732.667	118.333	675.477	
5	3	2	3	26	3	5	47	921	64	567	845	1020	413	845	0	1	1	2	15	0	1	1029	1.67679	0	0	0	3.4856	0	0.418591	539	44	567	626.667	500.271	277.333	427.8	
2	3	5	3	3	26	5	47	519	571	872	572	831	1034	894	2	0	0	0	1	18	0	1037	0	0	2.17146	0	0	4.0866	2.25601	519	387.667	537.4	389	594	547.849	555.7	
2	26	5	3	3	3	5	47	661	1041	1030	964	173	817	1030	0	0	0	0	0	0	0	1041	0	5.94378	3.78734	0	0	0	3.79044	661	678.234	739.2	771.667	116.667	562	739.4	
3	5	3	5	3	2	26	47	757	1012	976	975	223	507	1041	0	0	0	0	0	0	0	1041	0	3.06168	0	2.66885	0	0	6.069	527.333	680.2	786	631.3	153	507	686.775	
3	5	3	5	3	2	26	47	54	776	609	647	409	45	1003	0	3	5	0	1	1	49	1024	0	0.782622	0	0.559844	0	0	2.07758	36.6667	410.6	410.333	333.3	278.667	45	399.397	
2	3	3	26	3	5	5	47	687	699	800	1031	651	837	907	1	0	0	10	0	1	1	1036	0	0	0	4.16343	0	1.61117	2.49179	687	476.333	581.667	551.452	460.667	486.4	577.2	
5	26	5	2	3	3	3	47	856	1038	742	763	523	868	519	0	20	1	0	0	0	0	1040	0.287018	3.56391	0.627792	0	0	0	0	426.3	514.415	385.4	763	354.667	636	352.667	
3	5	5	3	2	26	3	47	865	1033	996	665	138	1041	770	0	0	0	0	0	0	0	1041	0	3.80813	3.16331	0	0	5.85212	0	649	742.7	675.8	461.333	138	671.982	567.667	
3	2	3	3	26	5	5	47	844	562	692	959	1041	1002	1024	0	0	0	0	0	0	0	1041	0	0	0	0	5.52724	3.1447	3.50264	588.333	562	480.333	763.667	649.822	678.7	716.6	
3	2	3	26	5	5	3	47	163	390	674	1040	982	998	495	0	0	0	3	0	0	0	1041	0	0	0	3.33117	2.00791	2.97399	0	110	390	461.333	499.545	595.1	665.3	345.667	
5	2	3	26	3	5	3	47	1032	637	678	1041	974	1026	668	0	0	0	0	0	0	0	1041	3.77908	0	0	5.64606	0	3.88317	0	740.1	637	471.333	657.926	778.667	742.5	461.333	
5	26	3	3	5	3	2	47	401	1035	818	902	975	232	518	1	20	0	0	2	0	1	1039	-0.412039	3.8936	0	0	2.7996	0	0	182.1	535.289	578	691.667	639.3	158	518	
3	2	26	5	3	5	3	47	799	772	1041	988	979	1024	815	0	0	0	0	0	0	0	1041	0	0	6.13021	2.35087	0	3.49486	0	558.333	772	690.951	620	783	716.1	570.667	
5	2	3	3	26	5	3	47	927	51	695	126	1039	834	91	0	0	0	1	34	1	0	1041	2.10804	0	0	0	3.89493	1.42859	0	567.6	51	518.667	85	537.446	475.1	60.6667	
3	26	5	2	3	3	5	47	396	1041	1008	777	405	848	1026	0	0	0	0	0	0	0	1041	0	6.22003	3.16899	0	0	0	3.93287	274.333	697.077	684.3	777	279.333	607.667	745.7	
3	3	26	5	5	2	3	47	123	129	504	201	155	51	93	8	7	282	11	15	6	10	581	0	0	-1.02219	0.088539	0.286735	0	0	82	86	98.2338	97.6	77.2	51	62	
2	3	26	5	5	3	3	47	136	734	1041	995	1035	977	801	0	0	0	0	0	0	0	1041	0	0	6.32797	2.2421	4.21864	0	0	136	507	704.44	617.6	770.8	770.667	558.333	
2	5	3	3	26	3	5	47	88	902	863	922	1041	788	971	0	0	0	0	7	0	0	1041	0	0.302776	0	0	4.85282	0	2.63422	88	450.1	624	703.667	603.818	540.333	626.6	
3	26	5	3	5	3	2	47	67	1026	815	698	839	553	105	0	48	3	1	0	1	0	1039	0	2.74865	1.54436	0	1.60619	0	0	45.3333	453.665	470.2	510	487.3	375.333	105	
3	26	3	2	5	3	5	47	593	1041	595	763	928	527	1000	0	0	0	0	0	0	0	1041	0	5.28091	0	0	2.23318	0	3.12803	407.333	633.018	410.667	763	575.5	366.667	676.3	
5	3	3	5	2	3	26	47	953	771	875	949	564	769	1041	0	0	0	0	0	0	2	1041	1.96563	0	0	2.79699	0	0	5.57808	575	529.333	664.667	622.1	564	528	653.289	
3	26	3	5	5	2	3	47	146	1041	508	1006	993	717	785	0	0	0	0	0	0	0	1041	0	6.00815	0	3.27761	1.99724	0	0	99.6667	682.625	357	689.8	601.1	717	538	
2	26	3	3	5	5	3	47	93	1041	387	800	1014	901	694	0	2	0	0	0	0	0	1041	0	4.98824	0	0	3.10656	1.66446	0	93	613.055	266	546.333	684.4	526.6	473.333	
3	26	5	5	3	3	2	47	224	1041	1034	1010	199	730	157	0	0	0	0	0	0	0	1041	0	6.28237	3.91726	3.34952	0	0	0	154	701.329	750.5	697.1	135.333	532.667	157	
3	2	3	26	3	5	5	47	797	764	36	1013	925	823	963	0	2	0	19	2	2	3	1026	0	0	0	4.04571	0	1.93707	1.97999	550.333	764	24	534.022	714	495.1	581.9	
3	5	3	5	26	2	3	47	714	897	727	843	1038	710	300	0	1	0	0	5	0	0	1040	0	1.40223	0	2.06881	4.03033	0	0	484	509.5	493	514.1	546.138	710	209	
3	5	2	3	5	3	26	47	763	1012	133	915	1021	220	1041	0	0	0	0	0	0	0	1041	0	2.8743	0	0	3.11088	0	5.96209	529.667	668.3	133	709.333	689.4	149.667	679.483	
3	26	5	2	3	5	3	47	886	1039	996	795	85	937	110	0	6	0	0	1	0	0	1041	0	5.08651	3.14411	0	0	2.47329	0	662.333	618.569	674.6	795	57	595.2	74	
3	5	3	2	26	5	3	47	20	538	492	104	763	555	513	3	7	10	14	118	10	22	841	0	1.77189	0	0	1.95001	1.79918	0	13.3333	318.1	328	104	297.526	329.1	358	
5	3	5	3	26	3	2	47	795	41	113	39	822	87	43	128	1	7	0	148	4	1	1003	1.96996	0	-0.72077	0	1.32058	0	0	479.9	27.6667	49.1	26	286.585	59	43	
26	3	2	3	5	5	3	47	788	60	80	64	197	802	146	108	0	2	3	10	120	3	1007	-0.0854422	0	0	0	-0.827489	-0.736216	0	202.086	40	80	43.6667	84.3	347.9	100	
3	3	5	5	2	26	3	47	124	133	226	829	90	961	148	0	2	3	29	0	93	4	1031	0	0	-0.934057	2.00416	0	1.64736	0	84.6667	89.6667	95.2	502.2	90	355.591	100	
5	26	3	5	3	3	2	47	258	955	77	263	61	169	92	7	364	3	6	1	5	4	1001	-0.649644	1.46915	0	-0.522439	0	0	0	113.3	342.218	52	117.6	40.6667	114	92	
5	3	3	3	5	26	2	47	245	81	783	66	828	951	96	2	0	2	3	5	96	3	1034	-0.525665	0	0	0	1.93885	1.55764	0	109.5	54.6667	536	44	498.2	346.302	96	
3	2	26	5	3	5	3	47	158	153	984	299	91	318	214	5	2	241	7	2	6	3	1020	0	0	1.76842	-0.442662	0	-0.617405	0	108.333	153	371.902	135.2	60.6667	140.3	147	
26	3	3	2	5	3	5	47	1015	988	51	55	156	59	814	36	13	0	0	0	0	0	1037	1.68849	0	0	0	-0.476199	0	1.97452	378.292	788.333	34.3333	55	70.2	39.6667	491.6	
5	26	3	3	5	3	2	47	23	695	5	16	19	5	13	8	642	1	2	3	4	3	716	-0.161417	1.45855	0	0	-1.22992	0	0	10.8	248.631	3.33333	10.6667	7.6	3.33333	13	
3	3	2	5	26	5	3	47	28	64	59	130	420	815	51	4	3	9	13	56	350	3	938	0	0	0	-0.329375	-2.24248	-0.842558	0	18.6667	42.6667	59	59.7	48.1323	348.1	34	
5	5	3	3	3	26	2	47	742	75	18	57	733	989	46	2	2	1	0	0	200	1	997	1.85804	-0.77924	0	0	0	3.2871	0	442.7	32.3	12	38	495.333	472.218	46	
5	3	3	5	26	2	3	47	227	159	116	211	944	93	74	9	9	4	5	384	6	2	996	-0.858528	0	0	-0.352492	1.66799	0	0	96.7	106.667	78.6667	96.6	350.582	93	49.6667	
5	26	3	5	2	3	3	47	112	1003	34	119	51	22	68	3	691	0	6	3	1	2	1021	-0.913907	4.2641	0	-0.415583	0	0	0	47.3	543.111	22.6667	54	51	14.6667	46	
3	26	3	2	5	3	5	47	107	917	52	93	188	59	742	2	156	4	4	5	0	50	1010	0	1.31627	0	0	-0.882162	0	-0.645398	72	319.422	35	93	79.8	39.6667	326.1	
5	2	3	3	26	5	3	47	245	134	117	175	1027	829	137	1	0	0	4	90	1	1	1038	-0.42183	0	0	0	2.69468	-0.427048	0	111.1	134	79.6667	119.667	450.474	375.7	92	
5	5	3	3	3	2	26	47	101	107	54	23	69	43	632	22	27	11	5	19	15	422	746	-0.921814	-0.985937	0	0	0	0	0.270365	42.6	44.7	36	15.3333	47	43	176.834	
5	5	3	3	3	2	26	47	831	300	809	71	99	108	968	2	2	1	0	2	1	80	1037	1.99053	-0.588606	0	0	0	0	1.67039	502.7	132.9	561.667	47.6667	66	108	359.64	
26	3	3	2	5	3	5	47	1012	56	128	70	153	47	212	530	1	0	1	3	1	2	1028	1.62971	0	0	0	-0.595455	0	-0.776635	373.277	38	87.3333	70	67.7	31.6667	91.4	
3	5	3	26	5	2	3	47	67	130	29	903	140	28	43	5	12	3	562	12	5	0	944	0	-0.731944	0	1.43816	-0.623268	0	0	44.6667	56.4	19.3333	321.763	61.7	28	28.6667	
5	3	5	3	2	26	3	47	317	832	850	101	125	1030	85	2	2	1	0	0	66	0	1038	-0.208792	0	-0.477988	0	0	2.97495	0	148	572.667	382.5	67.6667	125	470.705	57.3333	
3	5	3	3	26	2	5	47	149	438	72	125	957	87	436	7	10	4	2	274	3	7	1012	0	-0.630269	0	0	1.65485	0	-0.437439	102	192.9	48.3333	84.3333	354.582	87	197.3	
26	5	5	2	3	3	3	47	930	212	205	84	115	57	63	430	12	11	10	8	0	6	990	1.55353	-0.82911	-0.627876	0	0	0	0	338.409	90.7	90.3	84	78.3333	38	42.3333	
2	5	3	5	3	26	3	47	67	531	49	197	72	964	484	1	5	2	9	2	271	4	994	0	-0.695175	0	-0.585533	0	1.83986	0	67	231.7	32.6667	87.3	48	368.862	329	
26	5	3	2	3	3	5	47	1005	332	178	164	116	206	868	55	0	0	1	0	0	13	1039	1.93117	-0.0891453	0	0	0	0	2.10289	390.551	157.5	121.333	164	78.3333	139	531.2	
3	3	5	2	3	26	5	47	141	61	215	135	87	934	758	3	3	2	3	2	138	40	1020	0	0	-0.983165	0	0	1.23694	-0.52628	95.6667	41	89.9	135	58.6667	320.483	338.8	
26	3	5	5	3	2	3	47	984	199	860	850	92	109	86	43	3	6	10	1	3	4	1026	-0.153879	0	2.04166	-0.388014	0	0	0	247.942	135.333	523	387.3	62.6667	109	57.6667	
5	2	3	3	26	5	3	47	288	121	88	167	1028	265	80	2	1	0	1	349	3	0	1037	-0.698127	0	0	0	4.123	-0.474097	0	125.6	121	59.3333	114	547.126	119.3	53.3333	
26	3	3	2	3	5	5	47	563	18	490	12	16	25	20	69	5	7	7	5	8	10	605	1.59069	0	0	0	0	-0.868324	-1.2321	206.338	12.3333	327.667	12	10.6667	10.6	8	
3	26	5	3	2	3	5	47	67	950	813	788	77	72	191	2	86	14	5	3	2	11	997	0	-0.716924	-0.420159	0	0	0	-0.946543	44.6667	204.317	368.8	543	77	48.6667	80.3	
3	26	3	2	5	5	3	47	18	799	9	6	13	602	6	3	192	1	2	2	4	2	813	0	1.54499	0	0	-0.744854	-1.17365	0	12	290.329	6	6	5.6	244.6	4	
5	3	5	2	3	26	3	47	211	58	830	87	141	1020	76	3	0	1	0	3	100	1	1029	-0.247046	0	1.8716	0	0	2.85101	0	98	38.6667	495.9	87	96	457.855	50.6667	
26	2	3	3	5	5	3	47	1041	785	979	978	827	988	906	0	0	0	0	0	0	0	1041	6.4771	0	0	0	-0.153353	2.79601	0	714.612	785	789	777	389	647.6	689	
5	3	2	5	3	3	26	47	1002	970	187	997	812	808	1041	0	0	0	0	0	0	0	1041	1.9122	0	0	2.03686	0	0	6.66209	601.2	780	187	606	564.667	564.667	727.231	
3	5	26	2	3	5	3	47	865	1029	1041	765	54	814	812	0	0	0	0	0	0	0	1041	0	3.26883	6.41102	0	0	1.97256	0	629.333	705	710.105	765	36	491.5	547	
26	3	3	2	3	5	5	47	1041	834	983	727	799	1003	1003	0	0	0	0	0	0	0	1041	6.64594	0	0	0	0	1.90902	2.76694	726.129	582.333	784.333	727	551.333	601.6	655.6	
5	26	3	3	3	2	5	47	984	1041	71	802	978	74	823	0	1	0	0	0	0	0	1041	1.57372	5.97008	0	0	0	0	-0.686085	569.5	680.028	48	545	794.333	74	359.6	
5	26	2	3	5	3	3	47	788	1039	17	34	785	969	770	2	5	0	0	0	0	0	1041	-1.07035	4.84494	0	0	-1.04115	0	0	325.3	602.123	17	22.6667	325.5	779	516	
3	5	26	3	2	3	5	47	960	989	1041	790	787	975	990	0	0	0	0	0	0	0	1041	0	2.82574	6.63218	0	0	0	1.78985	763	650.1	725.191	542	787	774	586.4	
3	5	3	26	2	3	5	47	968	1003	987	1041	757	253	415	0	0	0	0	0	0	0	1041	0	2.99731	0	6.70977	0	0	-0.207137	776	670.1	799.333	730.483	757	172.667	193.8	
3	26	5	3	2	3	5	47	962	1041	974	774	767	797	840	0	0	0	0	0	0	0	1041	0	6.30118	1.66676	0	0	0	-0.385042	759.667	702.612	569.4	526.333	767	550.667	382.9	
3	2	3	5	5	3	26	47	786	786	223	641	791	474	1003	0	1	0	0	0	6	26	1010	0	0	0	-1.23204	1.91183	0	3.246	525	786	148.667	258.1	474.6	336	476.194	
3	5	26	3	2	5	3	47	982	833	1041	976	76	1030	821	0	0	0	0	0	0	0	1041	0	-0.519103	6.37646	0	0	3.47018	0	788.333	372.7	707.748	779.667	76	718.7	556.333	
26	5	3	2	3	3	5	47	1041	926	968	178	963	239	989	0	0	0	0	0	0	0	1041	6.44061	1.04139	0	0	0	0	2.83379	712.123	505	777.333	178	774.333	166.667	650.6	
2	5	3	5	3	3	26	47	782	976	965	980	966	977	1041	0	0	0	0	0	0	0	1041	0	3.04196	0	2.89427	0	0	6.66931	782	654.8	769.667	648.4	771	781	727.723	
3	3	26	5	2	5	3	47	827	969	1041	881	221	937	837	0	0	1	0	0	0	0	1041	0	0	6.0607	0.394628	0	1.26079	0	578	773.333	686.209	444.7	221	523.9	594.667	
5	3	3	26	2	3	5	47	828	804	88	1041	793	803	846	0	0	0	0	0	0	0	1041	-0.672324	0	0	5.5346	0	0	2.03248	362.5	556.333	60.3333	650.323	793	546	514	
3	26	3	5	5	3	2	47	785	1041	802	878	997	141	783	0	2	0	0	0	0	0	1041	0	5.78134	0	0.255152	2.10399	0	0	537.333	667.154	552.667	435.5	610.2	95.3333	783	
5	3	26	3	3	2	5	47	882	841	1040	777	884	17	773	0	0	65	0	0	0	0	1041	0.41622	0	4.93614	0	0	0	-1.13232	446.4	602.667	608.917	520	664	17	316.1	
26	5	3	3	5	3	2	47	1041	828	808	972	1013	797	782	0	0	0	0	0	0	0	1041	6.1981	2.00812	0	0	3.16752	0	0	695.582	501.8	562	769.333	687.6	547.333	782	
26	3	5	2	3	3	5	47	1041	177	991	184	185	988	882	9	0	0	0	0	0	0	1041	6.61725	0	1.9765	0	0	0	2.19925	724.172	120	598.6	184	126.333	797	545.1	
5	3	5	26	3	2	3	47	1004	971	1001	1041	821	161	832	0	0	0	1	0	0	0	1041	2.01061	0	1.82146	6.61888	0	0	0	608.6	779.333	594.9	724.283	565.667	161	589.667	
3	5	5	2	3	26	3	47	824	997	859	757	814	1041	809	0	0	0	0	0	0	0	1041	0	1.95694	0.0144678	0	0	6.78474	0	584.667	601	413.1	757	563.333	735.597	563.333	
26	3	2	3	5	5	3	47	1041	62	32	250	959	739	981	2	0	0	0	0	0	0	1041	6.42306	0	0	0	1.34056	1.88369	0	710.926	42.3333	32	168.667	541	442.1	783.333	
2	5	26	5	3	3	3	47	798	885	1041	985	107	83	976	0	0	2	0	0	0	0	1041	0	0.257456	6.35693	2.64663	0	0	0	798	439.1	706.415	636.4	72.3333	55.6667	774	
3	2	3	3	5	5	26	47	809	79	807	975	1027	1027	1041	0	0	0	0	0	0	1	1041	0	0	0	0	3.44214	3.2094	6.02804	552.333	79	546.667	781	714.8	699.8	683.982	
5	3	3	5	3	26	2	47	992	780	959	1026	811	1041	796	0	0	0	0	0	0	0	1041	1.66642	0	0	3.25881	0	6.49857	0	579.9	530	765.667	702.3	554.667	716.077	796	
26	3	2	3	5	5	3	47	1041	798	39	49	972	770	799	9	0	0	0	0	0	0	1041	6.65289	0	0	0	2.53184	-0.881408	0	726.603	545.333	39	33	621	327	538.667	
3	3	5	2	3	5	26	47	158	822	984	786	969	1033	1041	0	0	0	0	0	0	0	1041	0	0	1.6223	0	0	4.24315	6.10951	107.333	569	572.5	786	782	770.9	689.538	
2	26	3	3	3	5	5	47	767	1010	765	770	7	772	971	0	51	1	0	1	0	22	1034	0	3.6494	0	0	0	-1.1342	2.50458	767	506.212	510.667	516.333	4.66667	315.6	618.7	
3	3	5	2	26	3	5	47	965	810	829	138	1041	805	1030	0	0	0	0	0	0	0	1041	0	0	-0.265607	0	6.72159	0	3.41603	768.333	557.667	384.1	138	731.289	555.333	715.2	
3	2	3	5	3	5	26	47	786	73	791	886	74	818	1041	0	0	0	0	0	0	5	1041	0	0	0	2.2609	0	-0.678589	5.93322	536.667	73	535.667	551	49.6667	357.8	677.514	
26	3	5	3	3	5	2	47	1026	201	308	191	178	319	96	265	1	3	0	1	0	0	1037	-0.459407	0	-0.771703	0	0	-0.454872	0	237.985	137.333	132.9	128.667	119.667	144	96	
5	2	3	26	3	5	3	47	381	108	238	1036	213	378	187	1	0	0	198	0	0	1	1041	-0.483758	0	0	-0.171274	0	-0.266953	0	171.3	108	162.333	259.865	146.333	175.1	127.667	
2	5	3	3	5	26	3	47	65	215	146	137	190	1028	125	0	0	2	0	0	409	1	1033	0	-0.694869	0	0	-0.928095	-0.927095	0	65	93.8	98.6667	92.3333	80.1	206.945	84.3333	
3	5	26	5	3	2	3	47	96	158	1009	171	103	42	117	0	2	510	4	3	1	0	1021	0	-0.79773	-1.22264	-0.778197	0	0	0	64.6667	67.9	183.575	73.7	70	42	80	
3	26	3	5	5	3	2	47	94	1004	76	172	162	88	44	4	530	0	9	0	0	0	1020	0	-1.27877	0	-0.984194	-1.00548	0	0	62.6667	178.972	51	71.9	67.5	59.3333	44	
26	5	3	3	2	3	5	47	951	68	51	45	18	45	78	698	7	4	2	0	3	5	974	-1.88893	-0.891112	0	0	0	0	-1.12229	131.483	28.8	34	30	18	30.3333	31.9	
26	3	2	5	5	3	3	47	933	51	18	80	101	55	44	659	3	3	7	9	9	5	971	-2.00166	0	0	-1.10633	-0.89046	0	0	122.095	34	18	32.8	42.8	37	29.3333	
3	5	3	2	3	5	26	47	177	266	182	88	151	277	1006	1	1	3	0	0	3	299	1028	0	-0.471124	0	0	0	-0.772863	-0.546073	119.667	119.8	123	88	104.333	119.5	227.631	
26	5	5	3	3	2	3	47	1034	351	381	222	207	158	221	189	0	0	1	0	0	0	1040	-0.125813	-0.23032	-0.333367	0	0	0	0	262.443	163.4	174.9	153	141	158	151.333	
5	2	26	5	3	3	3	47	244	107	1019	279	159	157	150	2	0	330	2	1	1	1	1033	-0.731119	0	-0.788565	-0.651039	0	0	0	105.9	107	214.382	122.5	108	106.333	104	
5	26	3	3	5	2	3	47	24	735	16	12	31	12	18	5	651	3	1	6	3	6	759	-0.722783	-2.37978	0	0	-1.14649	0	0	10.4	77.8862	10.6667	8	12.6	12	12	
3	2	3	5	26	5	3	47	77	50	77	110	950	106	69	5	1	7	5	580	6	3	986	0	0	0	-1.0514	-1.82182	-1.02805	0	52	50	51.3333	45.5	135.523	44	46.3333	
5	3	26	2	3	3	5	47	305	182	1033	100	172	209	292	0	0	275	0	0	1	1	1038	-0.625924	0	-0.40508	0	0	0	-0.449979	134.4	124.667	243.286	100	116.667	143.667	131.9	
5	2	3	3	5	26	3	47	242	82	155	152	240	1021	156	1	0	0	3	5	359	1	1035	-0.785761	0	0	0	-0.72207	-0.726149	0	104.2	82	103.667	103	104.3	218.978	107.667	
3	2	5	5	3	26	3	47	86	38	127	112	60	947	73	8	3	7	6	3	581	2	979	0	0	-1.09374	-1.06953	0	-1.81709	0	58.3333	38	52.2	46.2	40	135.388	49.3333	
3	5	2	3	26	5	3	47	106	210	64	123	1015	214	112	0	5	0	2	428	5	0	1031	0	-0.885412	0	0	-1.04455	-0.840696	0	71.6667	89.1	64	82	196.514	91.4	76.6667	
26	3	2	3	3	5	5	47	1010	93	33	63	75	132	134	602	2	1	2	2	3	4	1029	-1.49899	0	0	0	0	-1.07656	-0.984826	165.468	63.3333	33	42.6667	50	54.4	56	
3	5	5	26	3	3	2	47	30	53	59	928	20	32	17	2	1	4	751	2	1	2	943	0	-1.25872	-0.993378	-2.12928	0	0	0	20	21.2	24.6	113.677	13.3333	21.3333	17	
2	3	5	5	3	26	3	47	15	15	36	33	21	510	19	10	9	12	11	12	443	11	578	0	0	-1.03375	-0.870334	0	-2.52927	0	15	10	14.9	14	14	48.9169	12.6667	
